unique_id,ds,y,onpromotion
44_1036689,2017-05-22,60.0,False
44_1036689,2017-05-23,47.0,False
44_1036689,2017-05-24,43.0,False
44_1036689,2017-05-25,41.0,False
44_1036689,2017-05-26,89.0,False
44_1036689,2017-05-27,79.0,False
44_1036689,2017-05-28,99.0,False
44_1036689,2017-05-29,56.0,False
44_1036689,2017-05-30,50.0,False
44_1036689,2017-05-31,38.0,False
44_1036689,2017-06-01,50.0,False
44_1036689,2017-06-02,55.0,False
44_1036689,2017-06-03,98.0,False
44_1036689,2017-06-04,121.0,False
44_1036689,2017-06-05,80.0,False
44_1036689,2017-06-06,55.0,False
44_1036689,2017-06-07,45.0,False
44_1036689,2017-06-08,36.0,False
44_1036689,2017-06-09,38.0,False
44_1036689,2017-06-10,71.0,False
44_1036689,2017-06-11,80.0,False
44_1036689,2017-06-12,49.0,False
44_1036689,2017-06-13,39.0,False
44_1036689,2017-06-14,41.0,False
44_1036689,2017-06-15,47.0,False
44_1036689,2017-06-16,42.0,False
44_1036689,2017-06-17,82.0,False
44_1036689,2017-06-18,69.0,False
44_1036689,2017-06-19,54.0,False
44_1036689,2017-06-20,65.0,False
44_1036689,2017-06-21,43.0,False
44_1036689,2017-06-22,30.0,False
44_1036689,2017-06-23,43.0,False
44_1036689,2017-06-24,76.0,False
44_1036689,2017-06-25,94.0,False
44_1036689,2017-06-26,63.0,False
44_1036689,2017-06-27,42.0,False
44_1036689,2017-06-28,39.0,False
44_1036689,2017-06-29,38.0,False
44_1036689,2017-06-30,49.0,False
44_1036689,2017-07-01,91.0,False
44_1036689,2017-07-02,116.0,False
44_1036689,2017-07-03,79.0,False
44_1036689,2017-07-04,43.0,False
44_1036689,2017-07-05,55.0,False
44_1036689,2017-07-06,38.0,False
44_1036689,2017-07-07,30.0,False
44_1036689,2017-07-08,72.0,False
44_1036689,2017-07-09,87.0,False
44_1036689,2017-07-10,72.0,False
44_1036689,2017-07-11,62.0,False
44_1036689,2017-07-12,65.0,False
44_1036689,2017-07-13,31.0,False
44_1036689,2017-07-14,57.0,False
44_1036689,2017-07-15,71.0,False
44_1036689,2017-07-16,93.0,False
44_1036689,2017-07-17,70.0,False
44_1036689,2017-07-18,56.0,False
44_1036689,2017-07-19,53.0,False
44_1036689,2017-07-20,22.0,False
44_1036689,2017-07-21,48.0,False
44_1036689,2017-07-22,64.0,False
44_1036689,2017-07-23,78.0,False
44_1036689,2017-07-24,53.0,False
44_1036689,2017-07-25,43.0,False
44_1036689,2017-07-26,50.0,False
44_1036689,2017-07-27,51.0,False
44_1036689,2017-07-28,38.0,False
44_1036689,2017-07-29,83.0,False
44_1036689,2017-07-30,74.0,False
44_1036689,2017-07-31,71.0,False
44_1036689,2017-08-01,59.0,False
44_1036689,2017-08-02,47.0,False
44_1036689,2017-08-03,40.0,False
44_1036689,2017-08-04,48.0,False
44_1036689,2017-08-05,65.0,False
44_1036689,2017-08-06,78.0,False
44_1036689,2017-08-07,59.0,False
44_1036689,2017-08-08,47.0,False
44_1036689,2017-08-09,52.0,False
44_1036689,2017-08-10,45.0,False
44_1036689,2017-08-11,49.0,False
44_1036689,2017-08-12,44.0,False
44_1036689,2017-08-13,47.0,False
44_1036689,2017-08-14,49.0,False
44_1036689,2017-08-15,53.0,False
44_1047679,2017-01-01,0.0,False
44_1047679,2017-01-02,838.0,False
44_1047679,2017-01-03,427.0,False
44_1047679,2017-01-04,536.0,True
44_1047679,2017-01-05,305.0,True
44_1047679,2017-01-06,327.0,True
44_1047679,2017-01-07,526.0,True
44_1047679,2017-01-08,630.0,True
44_1047679,2017-01-09,487.0,True
44_1047679,2017-01-10,587.0,True
44_1047679,2017-01-11,445.0,True
44_1047679,2017-01-12,315.0,True
44_1047679,2017-01-13,564.0,True
44_1047679,2017-01-14,667.0,True
44_1047679,2017-01-15,533.0,True
44_1047679,2017-01-16,427.0,True
44_1047679,2017-01-17,463.0,True
44_1047679,2017-01-18,261.0,True
44_1047679,2017-01-19,270.0,True
44_1047679,2017-01-20,249.0,True
44_1047679,2017-01-21,581.0,True
44_1047679,2017-01-22,492.0,True
44_1047679,2017-01-23,467.0,True
44_1047679,2017-01-24,379.0,True
44_1047679,2017-01-25,307.0,True
44_1047679,2017-01-26,434.0,True
44_1047679,2017-01-27,400.0,True
44_1047679,2017-01-28,386.0,True
44_1047679,2017-01-29,546.0,True
44_1047679,2017-01-30,256.0,True
44_1047679,2017-01-31,351.0,True
44_1047679,2017-02-01,261.0,True
44_1047679,2017-02-02,286.0,True
44_1047679,2017-02-03,140.0,True
44_1047679,2017-02-04,491.0,True
44_1047679,2017-02-05,612.0,True
44_1047679,2017-02-06,431.0,True
44_1047679,2017-02-07,288.0,True
44_1047679,2017-02-08,234.0,True
44_1047679,2017-02-09,353.0,False
44_1047679,2017-02-10,263.0,False
44_1047679,2017-02-11,411.0,False
44_1047679,2017-02-12,557.0,False
44_1047679,2017-02-13,400.0,False
44_1047679,2017-02-14,265.0,False
44_1047679,2017-02-15,350.0,False
44_1047679,2017-02-16,152.0,False
44_1047679,2017-02-17,271.0,False
44_1047679,2017-02-18,424.0,False
44_1047679,2017-02-19,355.0,False
44_1047679,2017-02-20,144.0,False
44_1047679,2017-02-21,288.0,False
44_1047679,2017-02-22,222.0,False
44_1047679,2017-02-23,254.0,False
44_1047679,2017-02-24,297.0,False
44_1047679,2017-02-25,328.0,False
44_1047679,2017-02-26,301.0,False
44_1047679,2017-02-27,374.0,False
44_1047679,2017-02-28,284.0,False
44_1047679,2017-03-01,259.0,False
44_1047679,2017-03-02,278.0,False
44_1047679,2017-03-03,357.0,False
44_1047679,2017-03-04,561.0,False
44_1047679,2017-03-05,679.0,False
44_1047679,2017-03-06,308.0,False
44_1047679,2017-03-07,209.0,False
44_1047679,2017-03-08,417.0,False
44_1047679,2017-03-09,369.0,True
44_1047679,2017-03-10,320.0,True
44_1047679,2017-03-11,463.0,True
44_1047679,2017-03-12,739.0,True
44_1047679,2017-03-13,414.0,True
44_1047679,2017-03-14,284.0,True
44_1047679,2017-03-15,290.0,True
44_1047679,2017-03-16,148.0,True
44_1047679,2017-03-17,613.0,True
44_1047679,2017-03-18,562.0,True
44_1047679,2017-03-19,330.0,True
44_1047679,2017-03-20,257.0,True
44_1047679,2017-03-21,244.0,True
44_1047679,2017-03-22,477.0,True
44_1047679,2017-03-23,196.0,True
44_1047679,2017-03-24,229.0,True
44_1047679,2017-03-25,530.0,True
44_1047679,2017-03-26,373.0,True
44_1047679,2017-03-27,255.0,True
44_1047679,2017-03-28,176.0,True
44_1047679,2017-03-29,231.0,True
44_1047679,2017-03-30,336.0,False
44_1047679,2017-03-31,254.0,False
44_1047679,2017-04-01,628.0,False
44_1047679,2017-04-02,219.0,False
44_1047679,2017-04-03,195.0,False
44_1047679,2017-04-04,229.0,False
44_1047679,2017-04-05,302.0,False
44_1047679,2017-04-06,162.0,False
44_1047679,2017-04-07,291.0,False
44_1047679,2017-04-08,292.0,False
44_1047679,2017-04-09,440.0,False
44_1047679,2017-04-10,223.0,False
44_1047679,2017-04-11,146.0,False
44_1047679,2017-04-12,273.0,False
44_1047679,2017-04-13,164.0,False
44_1047679,2017-04-14,359.0,False
44_1047679,2017-04-15,390.0,False
44_1047679,2017-04-16,390.0,False
44_1047679,2017-04-17,312.0,False
44_1047679,2017-04-18,319.0,False
44_1047679,2017-04-19,303.0,False
44_1047679,2017-04-20,215.0,False
44_1047679,2017-04-21,276.0,False
44_1047679,2017-04-22,318.0,False
44_1047679,2017-04-23,428.0,False
44_1047679,2017-04-24,229.0,False
44_1047679,2017-04-25,189.0,False
44_1047679,2017-04-26,196.0,False
44_1047679,2017-04-27,187.0,False
44_1047679,2017-04-28,325.0,False
44_1047679,2017-04-29,241.0,False
44_1047679,2017-04-30,440.0,False
44_1047679,2017-05-01,508.0,False
44_1047679,2017-05-02,171.0,False
44_1047679,2017-05-03,246.0,False
44_1047679,2017-05-04,258.0,False
44_1047679,2017-05-05,290.0,False
44_1047679,2017-05-06,355.0,False
44_1047679,2017-05-07,430.0,False
44_1047679,2017-05-08,239.0,False
44_1047679,2017-05-09,185.0,False
44_1047679,2017-05-10,207.0,False
44_1047679,2017-05-11,244.0,False
44_1047679,2017-05-12,141.0,False
44_1047679,2017-05-13,517.0,False
44_1047679,2017-05-14,423.0,False
44_1047679,2017-05-15,163.0,False
44_1047679,2017-05-16,78.0,False
44_1047679,2017-05-17,348.0,False
44_1047679,2017-05-18,210.0,False
44_1047679,2017-05-19,299.0,False
44_1047679,2017-05-20,481.0,False
44_1047679,2017-05-21,480.0,False
44_1047679,2017-05-22,194.0,False
44_1047679,2017-05-23,218.0,False
44_1047679,2017-05-24,245.0,False
44_1047679,2017-05-25,266.0,False
44_1047679,2017-05-26,452.0,False
44_1047679,2017-05-27,384.0,False
44_1047679,2017-05-28,407.0,False
44_1047679,2017-05-29,324.0,False
44_1047679,2017-05-30,137.0,False
44_1047679,2017-05-31,171.0,False
44_1047679,2017-06-01,237.0,False
44_1047679,2017-06-02,391.0,False
44_1047679,2017-06-03,432.0,False
44_1047679,2017-06-04,498.0,False
44_1047679,2017-06-05,614.0,False
44_1047679,2017-06-06,348.0,False
44_1047679,2017-06-07,403.0,False
44_1047679,2017-06-08,388.0,False
44_1047679,2017-06-09,437.0,False
44_1047679,2017-06-10,443.0,False
44_1047679,2017-06-11,805.0,False
44_1047679,2017-06-12,297.0,False
44_1047679,2017-06-13,183.0,False
44_1047679,2017-06-14,337.0,False
44_1047679,2017-06-15,537.0,False
44_1047679,2017-06-16,344.0,False
44_1047679,2017-06-17,277.0,False
44_1047679,2017-06-18,365.0,False
44_1047679,2017-06-19,238.0,False
44_1047679,2017-06-20,50.0,False
44_1047679,2017-06-21,333.0,False
44_1047679,2017-06-22,328.0,False
44_1047679,2017-06-23,495.0,False
44_1047679,2017-06-24,803.0,False
44_1047679,2017-06-25,855.0,False
44_1047679,2017-06-26,506.0,False
44_1047679,2017-06-27,416.0,False
44_1047679,2017-06-28,442.0,False
44_1047679,2017-06-29,242.0,False
44_1047679,2017-06-30,300.0,False
44_1047679,2017-07-01,491.0,False
44_1047679,2017-07-02,517.0,False
44_1047679,2017-07-03,330.0,False
44_1047679,2017-07-04,410.0,False
44_1047679,2017-07-05,280.0,False
44_1047679,2017-07-06,245.0,False
44_1047679,2017-07-07,329.0,False
44_1047679,2017-07-08,574.0,False
44_1047679,2017-07-09,567.0,False
44_1047679,2017-07-10,277.0,False
44_1047679,2017-07-11,107.0,False
44_1047679,2017-07-12,325.0,False
44_1047679,2017-07-13,282.0,False
44_1047679,2017-07-14,221.0,False
44_1047679,2017-07-15,534.0,False
44_1047679,2017-07-16,419.0,False
44_1047679,2017-07-17,258.0,False
44_1047679,2017-07-18,218.0,False
44_1047679,2017-07-19,279.0,False
44_1047679,2017-07-20,188.0,False
44_1047679,2017-07-21,242.0,False
44_1047679,2017-07-22,472.0,False
44_1047679,2017-07-23,508.0,False
44_1047679,2017-07-24,298.0,False
44_1047679,2017-07-25,259.0,False
44_1047679,2017-07-26,219.0,False
44_1047679,2017-07-27,207.0,False
44_1047679,2017-07-28,275.0,False
44_1047679,2017-07-29,492.0,False
44_1047679,2017-07-30,533.0,False
44_1047679,2017-07-31,309.0,False
44_1047679,2017-08-01,710.0,False
44_1047679,2017-08-02,569.0,False
44_1047679,2017-08-03,497.0,False
44_1047679,2017-08-04,364.0,False
44_1047679,2017-08-05,521.0,False
44_1047679,2017-08-06,479.0,False
44_1047679,2017-08-07,360.0,False
44_1047679,2017-08-08,334.0,False
44_1047679,2017-08-09,253.0,False
44_1047679,2017-08-10,281.0,False
44_1047679,2017-08-11,341.0,False
44_1047679,2017-08-12,427.0,False
44_1047679,2017-08-13,409.0,False
44_1047679,2017-08-14,302.0,False
44_1047679,2017-08-15,383.0,False
44_1047685,2017-01-01,0.0,False
44_1047685,2017-01-02,67.0,False
44_1047685,2017-01-03,82.0,False
44_1047685,2017-01-04,104.0,False
44_1047685,2017-01-05,95.0,False
44_1047685,2017-01-06,180.0,False
44_1047685,2017-01-07,176.0,False
44_1047685,2017-01-08,5.0,False
44_1047685,2017-01-09,0.0,False
44_1047685,2017-01-10,1.0,False
44_1047685,2017-01-11,2.0,False
44_1047685,2017-01-12,2.0,False
44_1047685,2017-01-13,26.0,False
44_1047685,2017-01-14,131.0,False
44_1047685,2017-01-15,58.0,False
44_1047685,2017-01-16,63.0,False
44_1047685,2017-01-17,77.0,False
44_1047685,2017-01-18,84.0,False
44_1047685,2017-01-19,33.0,False
44_1047685,2017-01-20,45.0,False
44_1047685,2017-01-21,88.0,False
44_1047685,2017-01-22,69.0,False
44_1047685,2017-01-23,19.0,False
44_1047685,2017-01-24,18.0,False
44_1047685,2017-01-25,44.0,False
44_1047685,2017-01-26,56.0,False
44_1047685,2017-01-27,54.0,False
44_1047685,2017-01-28,53.0,False
44_1047685,2017-01-29,125.0,False
44_1047685,2017-01-30,32.0,False
44_1047685,2017-01-31,60.0,False
44_1047685,2017-02-01,61.0,False
44_1047685,2017-02-02,54.0,False
44_1047685,2017-02-03,37.0,False
44_1047685,2017-02-04,96.0,False
44_1047685,2017-02-05,109.0,False
44_1047685,2017-02-06,21.0,False
44_1047685,2017-02-07,46.0,False
44_1047685,2017-02-08,69.0,False
44_1047685,2017-02-09,58.0,False
44_1047685,2017-02-10,54.0,False
44_1047685,2017-02-11,100.0,False
44_1047685,2017-02-12,81.0,False
44_1047685,2017-02-13,58.0,False
44_1047685,2017-02-14,55.0,False
44_1047685,2017-02-15,32.0,False
44_1047685,2017-02-16,32.0,False
44_1047685,2017-02-17,42.0,False
44_1047685,2017-02-18,103.0,False
44_1047685,2017-02-19,34.0,False
44_1047685,2017-02-20,18.0,False
44_1047685,2017-02-21,24.0,False
44_1047685,2017-02-22,8.0,False
44_1047685,2017-02-23,27.0,False
44_1047685,2017-02-24,33.0,False
44_1047685,2017-02-25,62.0,False
44_1047685,2017-02-26,40.0,False
44_1047685,2017-02-27,75.0,False
44_1047685,2017-02-28,143.0,False
44_1047685,2017-03-01,68.0,False
44_1047685,2017-03-02,47.0,False
44_1047685,2017-03-03,66.0,False
44_1047685,2017-03-04,96.0,False
44_1047685,2017-03-05,100.0,False
44_1047685,2017-03-06,34.0,False
44_1047685,2017-03-07,17.0,False
44_1047685,2017-03-08,39.0,False
44_1047685,2017-03-09,25.0,False
44_1047685,2017-03-10,34.0,False
44_1047685,2017-03-11,74.0,False
44_1047685,2017-03-12,85.0,False
44_1047685,2017-03-13,57.0,False
44_1047685,2017-03-14,15.0,False
44_1047685,2017-03-15,36.0,False
44_1047685,2017-03-16,34.0,False
44_1047685,2017-03-17,39.0,False
44_1047685,2017-03-18,67.0,False
44_1047685,2017-03-19,72.0,False
44_1047685,2017-03-20,24.0,False
44_1047685,2017-03-21,15.0,False
44_1047685,2017-03-22,20.0,False
44_1047685,2017-03-23,33.0,False
44_1047685,2017-03-24,50.0,False
44_1047685,2017-03-25,56.0,False
44_1047685,2017-03-26,48.0,False
44_1047685,2017-03-27,35.0,False
44_1047685,2017-03-28,35.0,False
44_1047685,2017-03-29,27.0,False
44_1047685,2017-03-30,44.0,False
44_1047685,2017-03-31,54.0,False
44_1047685,2017-04-01,60.0,False
44_1047685,2017-04-02,45.0,False
44_1047685,2017-04-03,17.0,False
44_1047685,2017-04-04,17.0,False
44_1047685,2017-04-05,24.0,False
44_1047685,2017-04-06,27.0,False
44_1047685,2017-04-07,30.0,False
44_1047685,2017-04-08,76.0,False
44_1047685,2017-04-09,171.0,False
44_1047685,2017-04-10,100.0,False
44_1047685,2017-04-11,36.0,False
44_1047685,2017-04-12,35.0,True
44_1047685,2017-04-13,61.0,True
44_1047685,2017-04-14,86.0,True
44_1047685,2017-04-15,60.0,True
44_1047685,2017-04-16,122.0,True
44_1047685,2017-04-17,74.0,True
44_1047685,2017-04-18,59.0,True
44_1047685,2017-04-19,118.0,True
44_1047685,2017-04-20,47.0,True
44_1047685,2017-04-21,154.0,True
44_1047685,2017-04-22,139.0,True
44_1047685,2017-04-23,104.0,True
44_1047685,2017-04-24,55.0,True
44_1047685,2017-04-25,57.0,True
44_1047685,2017-04-26,32.0,True
44_1047685,2017-04-27,81.0,True
44_1047685,2017-04-28,95.0,True
44_1047685,2017-04-29,173.0,True
44_1047685,2017-04-30,168.0,True
44_1047685,2017-05-01,101.0,True
44_1047685,2017-05-02,87.0,True
44_1047685,2017-05-03,130.0,True
44_1047685,2017-05-04,14.0,False
44_1047685,2017-05-05,0.0,False
44_1047685,2017-05-06,1.0,False
44_1047685,2017-05-07,75.0,False
44_1047685,2017-05-08,51.0,False
44_1047685,2017-05-09,29.0,False
44_1047685,2017-05-10,30.0,False
44_1047685,2017-05-11,21.0,False
44_1047685,2017-05-12,118.0,False
44_1047685,2017-05-13,77.0,False
44_1047685,2017-05-14,76.0,False
44_1047685,2017-05-15,35.0,False
44_1047685,2017-05-16,41.0,False
44_1047685,2017-05-17,36.0,False
44_1047685,2017-05-18,36.0,False
44_1047685,2017-05-19,60.0,False
44_1047685,2017-05-20,81.0,False
44_1047685,2017-05-21,59.0,False
44_1047685,2017-05-22,43.0,False
44_1047685,2017-05-23,34.0,False
44_1047685,2017-05-24,23.0,False
44_1047685,2017-05-25,27.0,False
44_1047685,2017-05-26,86.0,False
44_1047685,2017-05-27,68.0,False
44_1047685,2017-05-28,76.0,False
44_1047685,2017-05-29,72.0,False
44_1047685,2017-05-30,34.0,False
44_1047685,2017-05-31,50.0,False
44_1047685,2017-06-01,35.0,False
44_1047685,2017-06-02,58.0,False
44_1047685,2017-06-03,72.0,False
44_1047685,2017-06-04,82.0,False
44_1047685,2017-06-05,92.0,False
44_1047685,2017-06-06,94.0,False
44_1047685,2017-06-07,95.0,False
44_1047685,2017-06-08,55.0,False
44_1047685,2017-06-09,50.0,False
44_1047685,2017-06-10,78.0,False
44_1047685,2017-06-11,92.0,False
44_1047685,2017-06-12,62.0,False
44_1047685,2017-06-13,60.0,False
44_1047685,2017-06-14,26.0,False
44_1047685,2017-06-15,54.0,False
44_1047685,2017-06-16,68.0,False
44_1047685,2017-06-17,110.0,False
44_1047685,2017-06-18,65.0,False
44_1047685,2017-06-19,35.0,False
44_1047685,2017-06-20,31.0,False
44_1047685,2017-06-21,37.0,False
44_1047685,2017-06-22,62.0,False
44_1047685,2017-06-23,54.0,False
44_1047685,2017-06-24,76.0,False
44_1047685,2017-06-25,85.0,False
44_1047685,2017-06-26,35.0,False
44_1047685,2017-06-27,38.0,False
44_1047685,2017-06-28,41.0,False
44_1047685,2017-06-29,31.0,False
44_1047685,2017-06-30,71.0,False
44_1047685,2017-07-01,84.0,False
44_1047685,2017-07-02,92.0,False
44_1047685,2017-07-03,52.0,False
44_1047685,2017-07-04,44.0,False
44_1047685,2017-07-05,55.0,False
44_1047685,2017-07-06,24.0,False
44_1047685,2017-07-07,52.0,False
44_1047685,2017-07-08,111.0,False
44_1047685,2017-07-09,86.0,False
44_1047685,2017-07-10,51.0,False
44_1047685,2017-07-11,46.0,False
44_1047685,2017-07-12,50.0,False
44_1047685,2017-07-13,34.0,False
44_1047685,2017-07-14,63.0,False
44_1047685,2017-07-15,77.0,False
44_1047685,2017-07-16,50.0,False
44_1047685,2017-07-17,33.0,False
44_1047685,2017-07-18,26.0,False
44_1047685,2017-07-19,70.0,False
44_1047685,2017-07-20,32.0,False
44_1047685,2017-07-21,103.0,False
44_1047685,2017-07-22,194.0,False
44_1047685,2017-07-23,210.0,False
44_1047685,2017-07-24,105.0,False
44_1047685,2017-07-25,83.0,False
44_1047685,2017-07-26,79.0,False
44_1047685,2017-07-27,70.0,False
44_1047685,2017-07-28,95.0,False
44_1047685,2017-07-29,89.0,False
44_1047685,2017-07-30,116.0,False
44_1047685,2017-07-31,50.0,False
44_1047685,2017-08-01,50.0,False
44_1047685,2017-08-02,147.0,False
44_1047685,2017-08-03,58.0,False
44_1047685,2017-08-04,94.0,False
44_1047685,2017-08-05,92.0,False
44_1047685,2017-08-06,108.0,False
44_1047685,2017-08-07,41.0,False
44_1047685,2017-08-08,29.0,False
44_1047685,2017-08-09,39.0,False
44_1047685,2017-08-10,58.0,False
44_1047685,2017-08-11,93.0,False
44_1047685,2017-08-12,74.0,False
44_1047685,2017-08-13,62.0,False
44_1047685,2017-08-14,30.0,False
44_1047685,2017-08-15,31.0,False
44_1047690,2017-01-01,0.0,False
44_1047690,2017-01-02,195.0,False
44_1047690,2017-01-03,114.0,False
44_1047690,2017-01-04,139.0,True
44_1047690,2017-01-05,57.0,True
44_1047690,2017-01-06,97.0,True
44_1047690,2017-01-07,196.0,True
44_1047690,2017-01-08,188.0,True
44_1047690,2017-01-09,108.0,True
44_1047690,2017-01-10,85.0,True
44_1047690,2017-01-11,113.0,True
44_1047690,2017-01-12,68.0,True
44_1047690,2017-01-13,107.0,True
44_1047690,2017-01-14,177.0,True
44_1047690,2017-01-15,224.0,True
44_1047690,2017-01-16,105.0,True
44_1047690,2017-01-17,74.0,True
44_1047690,2017-01-18,90.0,True
44_1047690,2017-01-19,42.0,False
44_1047690,2017-01-20,77.0,False
44_1047690,2017-01-21,150.0,False
44_1047690,2017-01-22,143.0,False
44_1047690,2017-01-23,72.0,False
44_1047690,2017-01-24,54.0,False
44_1047690,2017-01-25,67.0,False
44_1047690,2017-01-26,68.0,False
44_1047690,2017-01-27,93.0,False
44_1047690,2017-01-28,174.0,False
44_1047690,2017-01-29,151.0,False
44_1047690,2017-01-30,110.0,False
44_1047690,2017-01-31,104.0,False
44_1047690,2017-02-01,91.0,False
44_1047690,2017-02-02,59.0,False
44_1047690,2017-02-03,72.0,False
44_1047690,2017-02-04,159.0,False
44_1047690,2017-02-05,187.0,False
44_1047690,2017-02-06,94.0,False
44_1047690,2017-02-07,61.0,False
44_1047690,2017-02-08,89.0,False
44_1047690,2017-02-09,59.0,False
44_1047690,2017-02-10,77.0,False
44_1047690,2017-02-11,145.0,False
44_1047690,2017-02-12,168.0,False
44_1047690,2017-02-13,81.0,False
44_1047690,2017-02-14,39.0,False
44_1047690,2017-02-15,85.0,False
44_1047690,2017-02-16,70.0,False
44_1047690,2017-02-17,87.0,False
44_1047690,2017-02-18,177.0,False
44_1047690,2017-02-19,84.0,False
44_1047690,2017-02-20,65.0,False
44_1047690,2017-02-21,49.0,False
44_1047690,2017-02-22,79.0,False
44_1047690,2017-02-23,62.0,False
